item_link,item_link-href,item_name,item_image-src,item_total_price,item_recipe_price,item_stats,item_builds_from,item_builds_into,item_maps
"Spellthief's Edge
					
						 350 / 350","http://www.mobafire.com/league-of-legends/item/spellthiefs-edge-183","Spellthief's Edge","","350","350","5 Ability Power, 2 Gold Generation, 25% Base Mana Regeneration. UNIQUE Passive: Tribute: Spells and basic attacks against champions or buildings deal 10 additional damage and grant 8 Gold. This can occur up to 3 times every 30 seconds. Killing a minion disables this passive for 12 seconds.



Gold Income: You may only be in possession of 1 Gold Income item.","[]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/frostfang.gif""}]","[]"
"Ranger's Trailblazer - Cinderhulk
					
						 2250 / 400","http://www.mobafire.com/league-of-legends/item/rangers-trailblazer-cinderhulk-267","Ranger's Trailblazer - Cinderhulk","http://www.mobafire.com/images/item/rangers-trailblazer-cinderhulk.gif","2250","400","400 Health, 15 Health Multiplier. UNIQUE Passive: Immolate: While in combat, deals 15 (+0.6 per champion level) magic damage a second to nearby enemies. This passive deals +100% damage against monsters.



UNIQUE Passive: Blasting Smite: Smite deals half damage to all monsters and enemy minions near the target and stuns them for 1.5 seconds. Casting Smite on a monster restores 15% of missing Health and Mana.



UNIQUE Passive: Jungler: Deal 45 magic damage on hit to monsters over 2 seconds and gain 10 health and 5 mana per second while in combat with monsters. Additionally, you gain 30 gold for every large monster kill.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/bamis-cinder.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Removed""}]"
"Sightstone
					
						 800 / 400","http://www.mobafire.com/league-of-legends/item/sightstone-164","Sightstone","http://www.mobafire.com/images/item/sightstone.gif","800","400","150 Health. UNIQUE Passive: Ward Refresh: Starts with 3 charges and refills each time you return to the shop. UNIQUE Active: Ghost Ward: Consumes a charge to place a Stealth Ward that reveals the surrounding area for 150 seconds. 1 second cooldown. Each player can have no more than three Stealth Wards placed on the map at a time.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/ruby-crystal.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/ruby-sightstone.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/eye-of-the-watchers.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/eye-of-the-oasis.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/eye-of-the-equinox.gif""}]","[{""item_maps"":""Summoner's Rift""}]"
"Needlessly Large Rod
					
						 1250 / 1250","http://www.mobafire.com/league-of-legends/item/needlessly-large-rod-106","Needlessly Large Rod","","1250","1250","60 Ability Power.","[]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/archangels-staff.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/rylais-crystal-scepter.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/rabadons-deathcap.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/wooglets-witchcap.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/ludens-echo.gif""}]","[]"
"Raptor Cloak
					
						 1200 / 250","http://www.mobafire.com/league-of-legends/item/raptor-cloak-252","Raptor Cloak","http://www.mobafire.com/images/item/raptor-cloak.gif","1200","250","40 Armor, 150% Base Health Regeneration. UNIQUE Passive: Point Runner: Builds up to +20% Movement Speed over 2 seconds while near turrets or destroyed turrets, the movement speed build up decays upon leaving the area.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/rejuvenation-bead.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/chain-vest.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/talisman-of-ascension.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/ohmwrecker.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/zzrot-portal.gif""}]","[]"
"Oracle's Lens
					
						 250 / 250","http://www.mobafire.com/league-of-legends/item/oracles-lens-197","Oracle's Lens","http://www.mobafire.com/images/item/oracles-lens.gif","250","250","Active: Disables and reveals nearby hidden wards, traps or devices for 6 seconds, active now additionally grants True Sight for 10 seconds after activation  (75 second cooldown, sweep area of effect increased by 100%, 600 range)","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/sweeping-lens.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Iceborn Gauntlet
					
						 2700 / 650","http://www.mobafire.com/league-of-legends/item/iceborn-gauntlet-150","Iceborn Gauntlet","http://www.mobafire.com/images/item/iceborn-gauntlet.gif","2700","650","65 Armor, 20% Cooldown Reduction, 500 Mana. UNIQUE Passive: Spellblade: After using an ability, your next basic attack deals bonus physical damage equal to 100% of your base attack damage to surrounding enemies and creates a field for 2 seconds that slows enemies inside by 30% (1.5 second cooldown). This zone has a radius of 180 (+ 55% bonus armor) units.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/glacial-shroud.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/sheen.gif""}]","[]","[]"
"Hextech Revolver
					
						 1050 / 180","http://www.mobafire.com/league-of-legends/item/hextech-revolver-105","Hextech Revolver","http://www.mobafire.com/images/item/hextech-revolver.gif","1050","180","40 Ability Power. UNIQUE Passive: Magic Bolt: Damaging an enemy champion with a basic attack shocks them for 75-150 (at levels 1-18) bonus magic damage (40 second cooldown, shared with other Hextech items).","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/amplifying-tome.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/amplifying-tome.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/hextech-gunblade.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/hextech-glp-800.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/hextech-protobelt-01.gif""}]","[]"
"Elixir of Agility
					
						 250 / 250","http://www.mobafire.com/league-of-legends/item/elixir-of-agility-30","Elixir of Agility","","250","250","Click: Grants 12-22% Attack Speed, based on champion level, and 8% Critical Chance for 4 minutes. Stacks 3 per item slot.","[]","[]","[{""item_maps"":""Removed""}]"
"Aether Wisp
					
						 850 / 415","http://www.mobafire.com/league-of-legends/item/aether-wisp-235","Aether Wisp","http://www.mobafire.com/images/item/aether-wisp.gif","850","415","30 Ability Power. UNIQUE Passive: +5% movement speed","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/amplifying-tome.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/lich-bane.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/ardent-censer.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/ludens-echo.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/enchantment-runic-echoes.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/trackers-knife-runic-echoes.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/skirmishers-sabre-runic-echoes.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/stalkers-blade-runic-echoes.gif""}]","[]"
"Poacher's Knife - Devourer
					
						 2250 / 300","http://www.mobafire.com/league-of-legends/item/poachers-knife-devourer-263","Poacher's Knife - Devourer","http://www.mobafire.com/images/item/poachers-knife-devourer.gif","2250","300","50% Attack Speed. UNIQUE Passive: Devouring: Deals 30 magic damage on hit. Getting a kill or assist on large monsters increases the magic damage of this enchantment by +0.67. Getting a kill or assist on epic monsters increases the magic damage of this enchantment by +3.35. Getting a kill or assist on the Rift Scuttler increases the magic damage of this enchantment by +1.34. Champion kills or assists increase the magic damage of this enchantment by +0.67.



At 30 stacks, this enchantment turns into the Sated Devourer enchantment. At this point, takedowns no longer grow Devourer's damage, but every second (fourth for ranged champions) basic attack triggers on-hits twice.



UNIQUE Passive: Scavenging Smite: When you Smite and kill a large monster in the enemy jungle, the cooldown of Smite is halved, you gain +20 bonus gold, and you gain 175% increased Movement Speed decaying over 2 seconds.



UNIQUE Passive: Jungler: Deal 45 magic damage on hit to monsters over 2 seconds and gain 10 health and 5 mana per second while in combat with monsters. Additionally, you gain 30 gold for every large monster kill.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/recurve-bow.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Removed""}]"
"Ionic Spark
					
						 2100 / 575","http://www.mobafire.com/league-of-legends/item/ionic-spark-121","Ionic Spark","","2100","575","50% Attack Speed, 250 Health. UNIQUE Passive: Every fourth attack deals 125 magic damage to up to 4 targets. (400 Bounce Range)



(This item is unavailable for purchase)","[]","[]","[{""item_maps"":""Removed""}]"
"Total Biscuit of Rejuvenation
					
						 50 / 50","http://www.mobafire.com/league-of-legends/item/total-biscuit-of-rejuvenation-170","Total Biscuit of Rejuvenation","","50","50","Click: Restores 20 health and 10 mana immediately, and then 150 health and 20 mana over 15 seconds.","[]","[]","[]"
"Sword of the Occult
					
						 1400 / 1040","http://www.mobafire.com/league-of-legends/item/sword-of-the-occult-96","Sword of the Occult","http://www.mobafire.com/images/item/sword-of-the-occult.gif","1400","1040","10 Attack Damage. UNIQUE Passive: Your champion gains 5 damage per stack, receiving 2 stacks for a kill or 1 stack for an assist. This effect can stack 20 times; you lose half of your stacks if you die. At 20 stacks, your champion gains 20% attack speed. Sword of the Occult starts with 5 stacks.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/long-sword.gif""}]","[]","[{""item_maps"":""Removed""}]"
"Sterak's Gage
					
						 2700 / 1150","http://www.mobafire.com/league-of-legends/item/steraks-gage-288","Sterak's Gage","http://www.mobafire.com/images/item/steraks-gage.gif","2700","1150","400 Health. Passive: +25% Base Attack Damage. UNIQUE Passive: Lifeline: Taking at least 400-1800 (based on level) damage within 5 seconds grants Primal Rage for 8 seconds. (45 second cooldown). Primal Rage causes your champion to gain increased size, +25% additional Base Attack Damage, and a rapidly decaying shield for 30% of your maximum Health.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/long-sword.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/jaurims-fist.gif""}]","[]","[]"
"Bilgewater Cutlass
					
						 1500 / 250","http://www.mobafire.com/league-of-legends/item/bilgewater-cutlass-103","Bilgewater Cutlass","http://www.mobafire.com/images/item/bilgewater-cutlass.gif","1500","250","25 Attack Damage, 10% Life Steal. UNIQUE Active: Deals 100 magic damage and slows the target champion's Movement Speed by 25% for 2 seconds. 90 second cooldown.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/long-sword.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/vampiric-scepter.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/hextech-gunblade.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/blade-of-the-ruined-king.gif""}]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Howling Abyss""}]"
"Tracker's Knife
					
						 1000 / 300","http://www.mobafire.com/league-of-legends/item/trackers-knife-299","Tracker's Knife","http://www.mobafire.com/images/item/trackers-knife.gif","1000","300","Passive: Grants 10% Lifesteal vs monsters.



Passive: 150% Mana Regeneration while in the jungle. UNIQUE Passive: Warding (Minor): Consumes a charge to place a Stealth Ward that reveals the surrounding area for 150 seconds. Holds up to 2 charges which refill upon visiting the shop.



UNIQUE Passive: Tooth / Nail: Basic attacks deal 20 bonus damage vs. monsters. Damaging a monster steals 30 Health over 5 seconds. Killing a large monster grants +30 bonus experience.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/hunters-machete.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/hunters-talisman.gif""}]","[{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/trackers-knife-cinderhulk.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/trackers-knife-warrior.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/trackers-knife-runic-echoes.gif""},{""item_builds_into"":"""",""item_builds_into-src"":""/images/item/trackers-knife-bloodrazor.gif""}]","[{""item_maps"":""Summoner's Rift""}]"
"Sunfire Cape
					
						 2900 / 1000","http://www.mobafire.com/league-of-legends/item/sunfire-cape-57","Sunfire Cape","http://www.mobafire.com/images/item/sunfire-cape.gif","2900","1000","50 Armor, 500 Health. UNIQUE Passive: Deals 25 + level magic damage per second to nearby enemies. Range: 400. Deals 150% damage to minions and monsters.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/chain-vest.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/bamis-cinder.gif""}]","[]","[]"
"Berserker's Greaves
					
						 1100 / 500","http://www.mobafire.com/league-of-legends/item/berserkers-greaves-37","Berserker's Greaves","http://www.mobafire.com/images/item/berserkers-greaves.gif","1100","500","35% Attack Speed. UNIQUE Passive: Enhanced Movement: +45 Movement Speed.","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/boots-of-speed.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/dagger.gif""}]","[]","[{""item_maps"":""Summoner's Rift""},{""item_maps"":""Twisted Treeline""},{""item_maps"":""Howling Abyss""}]"
"Banner of Command
					
						 2900 / 600","http://www.mobafire.com/league-of-legends/item/banner-of-command-148","Banner of Command","http://www.mobafire.com/images/item/banner-of-command.gif","2900","600","60 Ability Power, 10% Cooldown Reduction, 200 Health, 100% Base Health Regeneration, 20 Magic Resistance. UNIQUE Aura: Legion - Grants nearby allies +15 Magic Resist. UNIQUE Active: Promote - Greatly increases the power of a lane minion and grants it immunity to magic damage (120 second cooldown).","[{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/aegis-of-the-legion.gif""},{""item_builds_from"":"""",""item_builds_from-src"":""/images/item/fiendish-codex.gif""}]","[]","[]"
